"","Postcode","ABSTUDY..Living.allowance.","ABSTUDY..Non.living.allowance.","Age.Pension","Austudy","Carer.Allowance","Carer.Allowance..Child.Health.Care.Card.only.","Carer.Payment","Double.Orphan.Pension","Disability.Support.Pension","Family.Tax.Benefit.A","Family.Tax.Benefit.B","Health.Care.Card","Low.Income.Card","Newstart.Allowance","Parenting.Payment.Partnered","Parenting.Payment.Single","Partner.Allowance","Pensioner.Concession.Card","Commonwealth.Seniors.Health.Card","Sickness.Allowance","Special.Benefit","Widow.Allowance","Widow.B.Pension","Wife.Pension..Partner.on.Age.Pension.","Wife.Pension..Partner.on.Disability.Support.Pension.","Youth.Allowance..other.","Youth.Allowance..student.and.apprentice."
"620","2661","0","0","0","0","0","0","0","0","<5","14","11","<5","<5","0","0","<5","0","<5","0","0","0","0","0","0","0","<5","0"
"621","2663","<5","6","567","5","193","5","89","0","224","346","271","234","37","143","11","92","0","1,045","49","<5","0","0","0","<5","<5","22","16"
"622","2665","0","<5","318","<5","75","<5","38","<5","107","176","111","140","20","83","7","28","<5","536","71","<5","0","0","0","<5","<5","15","5"
"623","2666","0","<5","968","<5","168","<5","82","0","226","403","277","287","46","169","14","69","0","1,428","107","<5","0","<5","0","<5","<5","33","15"
"624","2668","0","<5","70","0","22","0","13","0","40","45","39","35","<5","22","<5","11","<5","145","<5","<5","0","0","0","0","0","<5","<5"
"625","2669","0","<5","169","<5","52","<5","22","0","75","110","78","78","12","41","7","12","0","306","53","0","0","<5","0","<5","<5","<5","5"
"626","2671","0","<5","593","<5","87","0","35","0","120","239","184","168","19","90","13","51","0","833","98","0","0","<5","0","0","<5","17","<5"
"627","2672","<5","13","208","0","53","<5","37","0","76","154","125","121","15","82","6","41","0","401","18","0","0","<5","0","<5","<5","15","<5"
"628","2675","0","<5","163","<5","27","<5","13","0","43","103","73","78","8","54","7","18","0","257","13","0","0","<5","0","<5","0","9","5"
"629","2678","<5","<5","0","0","0","0","0","0","<5","<5","0","23","21","0","0","0","0","<5","0","0","0","0","0","0","0","<5","29"
"630","2680","8","38","2,403","10","706","17","275","0","842","1,918","1,391","1,278","146","691","90","350","<5","4,240","379","14","11","8","0","12","9","144","72"
"631","2681","0","0","187","<5","44","<5","11","0","50","139","88","70","11","36","5","21","<5","290","25","<5","0","0","0","<5","0","<5","6"
"632","2700","<5","28","814","<5","219","5","98","0","245","423","339","339","50","212","27","120","<5","1,385","60","<5","<5","5","0","<5","0","41","19"
"633","2701","0","<5","335","<5","73","5","25","0","76","162","118","98","14","42","8","23","0","487","52","<5","0","<5","0","0","0","<5","9"
"634","2702","0","<5","157","0","28","<5","9","0","41","63","49","55","8","28","<5","12","0","225","15","<5","0","0","0","0","0","<5","<5"
"635","2703","0","7","141","0","41","0","14","0","30","74","55","62","6","33","<5","15","0","221","6","0","0","0","0","<5","0","5","<5"
"636","2705","<5","22","1,295","<5","331","12","162","0","415","833","627","591","72","342","48","192","<5","2,260","156","5","<5","7","0","<5","<5","67","31"
"637","2706","0","<5","140","0","54","<5","33","0","74","105","82","65","9","42","<5","31","0","300","<5","0","0","<5","0","0","<5","6","<5"
"638","2707","0","0","111","0","20","<5","5","0","21","106","71","53","8","23","<5","21","0","170","31","0","0","0","0","0","0","0","5"
"639","2710","<5","19","1,596","<5","333","13","142","0","523","729","544","632","105","393","35","138","<5","2,595","144","6","0","9","0","<5","8","63","29"
"640","2711","0","8","443","<5","87","<5","32","0","133","238","183","180","26","102","13","60","<5","706","46","0","0","<5","0","0","<5","14","9"
"641","2712","0","<5","272","0","34","0","18","<5","49","89","64","68","8","42","5","16","<5","380","33","0","0","<5","0","0","0","10","<5"
"642","2713","0","<5","473","5","81","<5","33","0","117","203","148","170","37","89","10","32","0","694","68","<5","<5","<5","0","<5","<5","11","13"
"643","2714","0","<5","678","<5","109","<5","48","0","113","169","135","146","48","86","8","37","<5","928","76","<5","0","<5","0","0","<5","5","6"
"644","2715","<5","<5","203","<5","34","0","17","<5","73","102","80","60","11","41","<5","17","0","333","12","0","0","<5","0","0","0","<5","<5"
"645","2716","0","0","193","0","46","<5","17","0","49","76","46","50","8","26","<5","13","0","287","22","0","0","0","0","0","0","0","<5"
"646","2717","<5","16","191","0","67","0","43","0","105","130","97","175","29","121","7","36","<5","426","10","<5","0","0","0","0","<5","24","<5"
"647","2720","6","18","1,225","5","226","11","90","<5","358","577","451","382","54","273","26","132","0","1,970","126","<5","0","<5","0","<5","<5","39","9"
"648","2721","0","0","34","0","8","0","5","0","16","20","14","16","<5","12","0","<5","0","68","7","0","0","0","0","0","0","<5","<5"
"649","2722","<5","7","474","<5","104","<5","43","0","104","238","179","164","21","106","10","34","0","713","57","<5","0","<5","0","<5","0","11","13"
"650","2725","0","0","80","0","19","0","14","0","26","23","18","27","<5","21","<5","<5","0","130","<5","0","0","0","0","0","0","0","0"
"651","2726","0","0","31","0","<5","0","<5","0","<5","17","10","6","<5","<5","<5","<5","0","35","<5","0","0","0","0","0","0","0","<5"
"652","2727","0","0","29","<5","6","0","5","0","8","27","21","15","0","6","0","0","0","48","5","0","0","0","0","0","<5","0","0"
"653","2729","<5","<5","233","0","43","<5","21","0","50","115","86","98","17","63","<5","11","<5","349","39","<5","0","0","0","<5","<5","12","<5"
"654","2730","0","<5","292","0","41","<5","25","0","63","105","75","88","5","60","8","19","0","430","21","<5","<5","<5","0","0","0","6","<5"
"655","2731","0","<5","1,319","<5","220","6","69","0","151","388","274","326","98","155","14","67","<5","1,688","103","0","0","<5","0","<5","<5","21","18"
"656","2732","0","0","404","0","36","0","13","0","58","92","62","99","24","46","<5","18","0","514","48","<5","0","0","0","0","<5","5","7"
"657","2733","0","0","83","0","9","0","6","0","27","44","34","24","<5","15","<5","11","0","137","7","0","0","0","0","0","0","<5","<5"
"658","2734","0","0","23","0","<5","0","<5","0","7","16","6","18","13","<5","0","0","0","31","10","0","0","0","0","0","0","<5","6"
"659","2735","0","0","39","0","12","0","8","0","16","34","26","40","17","11","<5","<5","<5","77","0","<5","0","<5","0","0","0","<5","<5"
"660","2736","0","<5","68","0","6","0","<5","0","11","16","15","18","8","8","<5","<5","0","91","8","0","0","0","0","0","0","<5","0"
"661","2737","0","<5","64","0","25","<5","11","0","21","62","42","39","13","15","<5","7","0","117","<5","0","0","<5","0","0","<5","0","<5"
"662","2738","0","<5","132","<5","34","0","8","0","36","91","58","75","20","24","5","11","0","197","22","0","0","<5","0","0","0","5","5"
"663","2739","<5","<5","139","<5","45","0","20","0","48","121","94","111","24","69","6","25","0","268","20","<5","0","<5","0","<5","0","9","5"
"669","2751","<5","<5","<5","0","<5","<5","0","0","6","6","6","22","18","<5","0","<5","0","12","0","0","0","0","0","0","0","<5","13"
"673","2755","0","0","<5","0","<5","<5","0","0","0","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"703","2791","0","0","89","0","8","0","<5","0","10","20","12","17","<5","8","<5","<5","0","107","6","0","0","0","0","<5","0","<5","<5"
"704","2792","0","0","65","<5","14","0","7","0","15","23","16","17","<5","16","<5","<5","0","96","8","0","0","<5","0","0","0","<5","0"
"705","2793","<5","<5","196","0","47","0","28","0","82","61","47","80","13","70","<5","10","<5","350","14","0","0","<5","0","<5","0","10","<5"
"706","2794","15","35","1,875","8","412","11","207","<5","652","878","667","745","108","481","49","207","<5","3,188","196","<5","0","10","0","<5","<5","77","36"
"707","2795","40","84","4,794","82","1,091","45","473","0","1,730","2,955","2,325","2,612","773","1,243","178","711","<5","8,328","535","12","<5","17","0","<5","<5","259","600"
"708","2797","0","0","67","0","15","0","7","0","17","26","21","24","<5","16","<5","5","0","108","12","0","0","0","0","0","<5","<5","0"
"709","2798","0","0","176","<5","42","<5","15","0","38","97","73","70","15","25","5","20","0","263","54","0","0","0","0","0","<5","<5","<5"
"710","2799","<5","<5","524","<5","117","6","43","0","171","326","246","254","40","156","11","68","0","889","58","<5","0","<5","0","<5","<5","28","12"
"711","2800","21","102","5,144","58","1,136","47","435","0","2,095","3,133","2,504","2,403","451","1,336","156","819","5","9,208","542","12","9","21","<5","10","10","294","224"
"712","2803","0","0","55","0","16","0","6","0","9","17","16","16","0","10","<5","5","0","81","<5","0","0","<5","0","0","0","<5","0"
"713","2804","0","<5","473","<5","79","<5","32","0","138","198","143","142","22","95","10","38","<5","739","43","<5","0","5","0","<5","<5","23","6"
"714","2805","0","0","75","0","18","0","5","0","25","37","22","19","<5","14","<5","8","0","120","7","0","0","<5","0","0","0","<5","0"
"715","2806","<5","0","158","0","27","<5","13","0","32","53","42","39","<5","25","<5","15","0","226","9","0","0","0","0","0","0","<5","0"
"716","2807","0","<5","80","0","25","0","16","0","46","30","25","33","6","22","<5","6","<5","160","6","0","0","0","0","<5","0","6","<5"
"717","2808","0","0","44","<5","12","0","8","0","15","13","10","12","<5","6","0","<5","0","72","0","0","0","0","0","0","0","<5","0"
"718","2809","0","0","33","0","11","0","6","0","26","16","11","18","<5","11","6","<5","0","75","7","0","0","<5","0","0","0","<5","<5"
"719","2810","0","0","632","<5","121","<5","69","0","176","202","135","153","30","96","12","27","0","960","81","<5","0","<5","0","0","<5","13","7"
"720","2817","0","0","30","0","<5","0","<5","0","7","21","14","17","0","7","<5","<5","0","43","6","0","0","0","0","0","0","<5","0"
"721","2818","0","0","89","0","28","<5","9","0","23","69","47","38","<5","22","5","6","0","135","17","0","0","0","0","0","0","0","<5"
"722","2820","15","72","1,133","6","280","8","150","0","437","634","514","591","58","455","43","201","<5","2,126","87","<5","<5","6","0","<5","<5","75","16"
"723","2821","10","58","648","<5","119","<5","46","0","176","426","344","353","28","253","18","135","0","1,112","76","0","0","<5","0","<5","<5","32","10"
"724","2822","0","0","60","<5","8","<5","<5","0","18","30","22","28","8","18","0","8","<5","95","7","0","0","0","0","0","<5","0","<5"
"725","2823","<5","9","198","0","32","0","18","0","51","100","85","79","12","50","<5","25","0","320","29","0","0","<5","0","<5","0","7","<5"
"726","2824","<5","13","314","0","67","<5","29","0","87","177","134","161","10","130","5","52","0","529","50","0","0","<5","0","0","0","24","<5"
"727","2825","6","19","335","<5","39","<5","14","<5","71","173","135","154","18","90","8","52","0","501","41","<5","0","<5","0","0","0","14","<5"
"728","2826","0","<5","9","0","6","0","<5","0","5","15","10","15","<5","9","<5","<5","0","21","9","0","0","<5","0","0","0","0","<5"
"729","2827","5","26","616","<5","126","<5","70","<5","209","349","264","302","27","186","19","95","0","1,072","64","<5","0","<5","0","<5","0","34","5"
"730","2828","<5","6","87","0","40","<5","33","0","65","71","60","93","9","69","<5","32","0","245","7","0","0","0","0","0","<5","8","<5"
"731","2829","6","68","378","0","139","<5","89","0","174","307","265","297","19","211","10","119","0","842","48","0","0","<5","0","0","<5","37","7"
"732","2830","69","192","4,422","25","1,114","28","483","<5","1,633","3,271","2,639","2,529","367","1,462","153","916","6","8,101","395","13","<5","18","0","<5","8","337","122"
"733","2831","<5","<5","176","0","47","<5","26","0","83","144","108","140","14","82","9","26","0","352","33","<5","0","<5","0","<5","<5","13","5"
"734","2832","12","38","209","0","121","<5","94","0","199","309","274","337","21","240","<5","131","0","706","18","<5","0","<5","0","0","<5","52","7"
"735","2833","<5","15","75","0","27","<5","18","0","47","83","69","95","<5","79","<5","37","0","213","<5","0","0","0","0","0","<5","9","<5"
"736","2834","<5","32","581","<5","186","<5","128","0","369","216","186","307","18","265","19","67","<5","1,237","17","<5","<5","5","0","<5","<5","28","<5"
"737","2835","5","10","409","<5","65","<5","28","<5","126","217","182","131","6","106","8","69","0","681","35","<5","0","<5","0","0","0","10","<5"
"738","2836","0","17","79","0","27","0","19","0","63","101","91","122","<5","102","5","36","<5","230","<5","0","0","0","0","0","0","18","<5"
"739","2838","<5","9","21","0","12","0","12","0","26","29","26","29","<5","25","<5","13","0","78","<5","0","0","0","0","0","0","<5","0"
"740","2839","7","22","90","0","47","0","34","0","114","148","131","152","7","131","<5","70","0","352","12","<5","0","0","0","0","0","15","<5"
"741","2840","12","46","252","<5","72","<5","47","0","126","291","246","284","18","186","12","118","0","592","12","0","0","<5","0","<5","0","37","<5"
"742","2842","0","<5","122","0","37","0","22","0","43","58","40","58","11","35","<5","10","0","215","8","0","0","<5","0","0","0","<5","6"
"743","2843","0","<5","203","<5","48","0","30","0","47","108","75","88","9","57","5","16","0","320","34","0","0","<5","0","0","0","<5","<5"
"744","2844","<5","<5","254","0","31","<5","12","0","59","103","75","97","16","58","8","19","0","367","39","<5","0","<5","0","0","0","10","0"
"745","2845","0","<5","251","<5","63","5","31","0","127","150","122","146","28","104","11","41","<5","503","9","0","0","<5","0","0","5","9","13"
"746","2846","0","0","51","0","<5","0","<5","0","13","14","11","17","<5","15","<5","<5","0","75","6","0","0","0","0","0","<5","0","0"
"747","2847","0","6","442","<5","120","<5","55","0","147","169","131","164","23","113","12","41","<5","748","11","<5","0","6","0","<5","<5","13","9"
"748","2848","<5","<5","364","5","104","6","62","0","165","144","113","151","19","117","11","37","<5","684","7","<5","0","0","0","<5","<5","12","<5"
"749","2849","<5","<5","293","<5","59","<5","35","0","66","96","78","84","16","52","9","23","0","442","24","<5","0","<5","0","0","0","<5","<5"
"750","2850","<5","22","2,170","16","456","18","218","<5","718","1,140","883","1,020","143","625","71","231","<5","3,659","259","7","0","13","0","7","7","111","34"
"751","2852","<5","<5","484","<5","120","0","66","<5","157","262","212","247","45","136","16","62","0","841","48","0","0","5","0","<5","<5","23","11"
"752","2864","0","<5","116","<5","25","0","9","0","20","57","39","33","7","8","<5","6","<5","162","16","0","0","<5","0","0","0","<5","<5"
"753","2865","0","<5","126","<5","23","<5","12","0","24","63","45","52","10","27","<5","12","0","195","12","<5","0","0","0","0","0","6","<5"
"754","2866","0","<5","412","<5","87","<5","35","0","80","214","149","118","21","63","14","38","<5","614","44","0","0","0","0","0","0","7","10"
"755","2867","<5","<5","76","<5","22","<5","12","0","35","49","38","33","<5","17","6","12","0","145","19","0","0","<5","0","<5","0","<5","<5"
"756","2868","0","<5","94","<5","23","<5","14","0","33","67","49","44","6","34","5","8","0","168","15","0","0","<5","0","0","<5","<5","0"
"757","2869","<5","13","234","0","62","<5","35","0","115","118","104","134","23","94","6","31","<5","456","25","0","0","<5","0","<5","<5","17","<5"
"758","2870","6","41","1,582","6","461","13","183","<5","580","959","755","824","134","484","60","240","<5","2,819","186","<5","0","9","0","<5","5","107","52"
"759","2871","14","23","1,414","<5","270","<5","112","0","428","706","531","535","93","304","32","170","<5","2,279","148","5","0","<5","0","6","<5","49","23"
"760","2873","0","0","116","0","20","0","10","0","32","44","25","27","<5","21","5","<5","0","169","16","0","0","0","0","0","0","<5","<5"
"761","2874","0","0","48","0","5","<5","<5","0","22","34","20","28","<5","18","6","<5","<5","86","21","0","0","<5","0","0","0","<5","0"
"762","2875","0","<5","118","0","35","0","16","0","56","64","45","72","10","49","5","16","0","235","15","0","0","0","0","<5","<5","9","6"
"763","2876","<5","0","51","0","17","<5","10","0","28","44","32","32","<5","22","<5","5","0","103","14","0","0","0","0","<5","0","<5","<5"
"764","2877","<5","45","473","0","118","<5","57","0","199","371","302","298","31","175","24","105","<5","914","55","0","0","<5","0","<5","<5","36","9"
"765","2878","0","0","22","0","5","0","<5","0","16","18","11","26","5","15","<5","<5","0","44","9","0","0","0","0","<5","0","5","<5"
"766","2879","<5","8","110","0","24","<5","14","0","52","56","49","75","<5","70","5","16","<5","229","<5","0","0","0","0","<5","<5","5","<5"
"767","2880","24","65","3,112","22","758","18","361","<5","1,344","1,461","1,244","1,342","139","1,084","82","430","6","5,823","118","5","0","15","0","19","19","194","30"
"768","2898","0","0","32","<5","5","0","<5","0","<5","16","12","8","0","<5","<5","<5","0","38","14","0","0","0","0","0","0","<5","0"
"769","2899","0","0","234","<5","23","0","6","0","8","122","76","57","<5","17","5","9","0","263","28","0","0","0","0","0","0","<5","<5"
"770","2900","0","<5","165","<5","23","<5","7","0","40","70","63","54","14","27","<5","12","0","234","31","<5","0","0","0","0","0","<5","5"
"771","2901","0","0","0","0","0","0","0","0","<5","<5","<5","6","0","6","0","0","0","6","0","0","0","0","0","0","0","<5","0"
"772","2902","<5","8","1,307","15","307","<5","86","<5","409","730","619","581","124","310","35","163","<5","2,119","242","5","<5","<5","0","<5","<5","36","46"
"773","2903","<5","<5","704","7","164","6","43","0","261","443","356","344","77","175","15","93","0","1,192","133","<5","0","<5","0","<5","<5","35","25"
"774","2904","<5","<5","1,027","6","216","5","48","0","189","445","362","350","88","132","17","71","<5","1,383","219","5","0","<5","0","0","<5","11","42"
"775","2905","<5","20","1,772","26","534","28","141","0","665","1,651","1,333","1,143","218","490","61","339","<5","3,174","152","12","0","<5","0","<5","7","85","92"
"776","2906","<5","8","1,108","9","371","14","84","<5","366","986","809","667","147","255","34","189","<5","1,872","105","<5","0","6","0","<5","<5","40","60"
"777","2911","0","<5","83","<5","27","<5","10","0","29","146","120","85","27","27","<5","9","0","142","20","0","0","<5","0","0","0","<5","24"
"778","2912","<5","<5","173","7","85","<5","16","0","100","302","227","261","65","85","18","39","0","352","35","0","<5","0","0","0","0","20","33"
"779","2913","<5","15","1,513","32","468","25","118","<5","510","1,741","1,408","1,205","297","425","83","248","<5","2,558","224","<5","6","<5","0","<5","<5","55","137"
"780","2914","<5","<5","558","23","321","13","55","<5","218","1,384","1,046","863","185","216","71","154","0","1,073","90","<5","7","5","0","0","<5","51","93"
"782","3001","0","0","8","0","0","0","0","0","11","20","20","16","<5","11","0","11","0","35","<5","0","5","0","0","0","0","0","0"
"801","3026","0","0","13","0","<5","0","<5","0","12","7","5","17","<5","21","0","<5","0","38","0","0","0","0","0","0","0","<5","0"
"819","3045","0","0","<5","0","<5","0","<5","0","0","0","0","<5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"835","3062","0","0","0","0","0","0","0","0","0","<5","<5","<5","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"836","3063","0","0","40","0","18","<5","12","0","15","26","16","29","8","20","<5","0","0","73","10","0","0","0","0","0","0","<5","<5"
"856","3086","0","0","0","<5","0","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","<5"
"860","3090","0","0","101","<5","40","<5","7","0","26","60","36","87","40","26","0","<5","0","150","40","0","0","0","0","0","0","<5","10"
"861","3091","0","0","108","<5","35","<5","6","0","20","39","27","54","24","19","0","<5","0","150","44","0","0","<5","0","0","0","<5","<5"
"865","3096","0","0","180","5","45","0","19","0","38","102","63","104","57","30","<5","8","<5","265","40","<5","0","<5","0","<5","0","<5","11"
"866","3097","0","0","94","<5","25","<5","5","0","11","62","35","62","22","10","<5","<5","0","117","50","0","0","<5","0","0","0","0","5"
"879","3114","0","0","275","<5","51","0","13","0","25","70","48","110","61","23","<5","<5","0","329","87","<5","0","0","0","0","0","<5","19"
"880","3115","0","0","219","<5","55","<5","7","<5","46","123","81","131","64","23","<5","7","0","296","82","0","0","<5","0","0","0","<5","21"
"924","3164","0","0","<5","0","0","0","0","0","0","<5","<5","<5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"936","3176","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"967","3211","0","0","119","0","28","<5","10","0","27","83","64","66","18","33","<5","18","<5","195","10","<5","0","0","0","<5","0","<5","<5"
"969","3213","<5","0","339","<5","123","<5","41","<5","95","246","168","280","104","105","12","26","<5","561","52","0","0","<5","0","<5","0","12","24"
"989","3234","0","0","22","0","<5","0","<5","0","6","0","0","<5","<5","<5","0","0","0","30","6","0","0","0","0","0","0","0","0"
"990","3235","0","0","19","0","5","0","<5","0","13","31","23","29","11","15","<5","<5","0","45","11","0","0","0","0","0","0","<5","<5"
"991","3236","0","0","31","0","6","0","<5","0","8","16","13","22","9","14","0","<5","0","50","5","0","0","0","0","0","0","0","<5"
"992","3237","0","0","20","0","<5","0","<5","0","13","19","13","31","17","7","<5","0","0","40","6","0","0","<5","0","0","0","0","<5"
"993","3238","0","0","24","0","<5","0","<5","0","10","21","14","25","11","10","0","<5","0","44","8","0","0","0","0","0","0","<5","<5"
"994","3239","0","0","51","0","13","0","5","<5","22","31","25","36","19","17","<5","5","0","97","13","<5","0","0","0","0","<5","0","<5"
"995","3240","0","<5","141","5","41","<5","10","0","34","112","52","101","42","23","6","6","0","197","34","0","0","0","0","<5","0","<5","10"
"997","3242","0","0","103","<5","12","0","<5","0","32","59","37","41","18","13","<5","6","0","152","24","<5","0","<5","0","0","0","<5","<5"
"998","3243","0","0","26","0","6","0","<5","0","10","24","12","25","11","9","0","<5","0","47","17","0","0","<5","0","0","0","0","0"
"999","3249","0","<5","328","<5","74","<5","39","0","114","224","141","254","95","85","<5","13","0","540","65","0","<5","<5","0","0","<5","10","17"
"1001","3251","0","0","85","0","22","0","10","0","32","39","24","42","15","18","<5","6","0","142","12","<5","0","0","0","0","<5","<5","<5"
"1002","3254","0","0","29","0","9","0","5","0","14","36","27","24","6","5","<5","<5","0","55","0","0","0","0","0","0","0","<5","<5"
"1007","3267","0","0","11","0","5","0","<5","0","<5","20","12","34","13","5","<5","<5","0","19","11","0","0","0","0","0","0","<5","0"
"1010","3270","0","0","32","0","5","0","<5","0","5","15","13","18","<5","10","<5","<5","0","45","9","0","0","0","0","0","0","0","0"
"1011","3271","0","0","14","0","6","0","<5","0","8","17","8","11","<5","8","0","<5","0","30","<5","0","0","0","0","0","0","0","<5"
"1013","3273","0","<5","10","<5","<5","0","<5","0","6","11","8","8","<5","<5","0","<5","0","21","<5","0","0","0","0","0","0","0","0"
"1014","3274","0","0","21","0","7","0","<5","0","11","26","17","24","9","16","0","<5","0","51","7","0","0","0","0","0","0","<5","<5"
"1015","3275","0","0","21","0","9","0","<5","0","8","34","20","23","10","7","0","<5","0","37","8","0","0","0","0","0","0","0","<5"
"1016","3276","0","0","26","0","16","0","<5","0","15","33","20","22","10","15","0","<5","0","57","14","0","0","0","0","0","<5","<5","0"
"1018","3278","0","<5","28","0","10","<5","7","0","15","29","22","29","7","17","<5","<5","0","64","9","0","0","0","0","0","0","5","0"
"1019","3279","0","0","19","0","6","<5","<5","0","9","18","7","10","<5","6","<5","0","0","36","6","0","0","<5","0","0","0","<5","0"
"1021","3281","<5","0","109","<5","33","<5","9","0","18","109","62","104","57","30","6","6","<5","162","22","0","0","0","0","0","0","<5","6"
"1023","3283","<5","<5","100","<5","43","0","9","0","43","91","59","93","36","24","<5","9","0","177","17","0","0","<5","0","<5","<5","6","6"
"1025","3285","0","0","114","0","25","<5","13","0","25","64","45","69","31","27","<5","<5","0","172","29","0","0","0","0","0","0","<5","<5"
"1026","3286","0","0","84","0","21","0","8","0","33","43","28","30","14","21","0","7","<5","148","10","0","0","0","0","0","0","<5","0"
"1027","3287","0","0","23","0","<5","0","<5","0","8","29","16","31","14","5","<5","<5","0","38","5","0","0","<5","0","0","<5","0","<5"
"1028","3289","0","<5","112","0","20","0","10","0","45","66","46","44","19","18","<5","7","0","185","14","0","0","0","0","0","0","<5","<5"
"1029","3292","0","0","56","0","5","0","<5","0","<5","7","6","7","<5","5","<5","<5","0","67","7","0","0","0","0","0","<5","0","0"
"1030","3293","0","0","36","0","14","0","7","0","27","26","17","19","7","14","<5","<5","0","79","5","0","0","0","0","0","0","<5","<5"
"1031","3294","0","<5","111","<5","17","<5","9","0","28","59","40","63","28","15","<5","5","0","164","25","<5","0","<5","0","0","0","0","<5"
"1033","3301","0","<5","95","0","20","0","10","0","17","67","41","65","33","13","<5","<5","0","134","36","0","0","<5","0","0","0","<5","6"
"1034","3302","0","0","38","<5","9","0","<5","0","15","32","16","29","6","9","<5","<5","<5","65","<5","<5","0","0","0","0","0","<5","<5"
"1035","3303","0","0","21","0","7","0","<5","0","5","31","24","29","12","8","0","7","0","40","6","0","0","0","0","0","0","<5","<5"
"1038","3309","0","0","20","0","6","0","<5","0","6","8","<5","10","<5","<5","<5","<5","0","32","9","0","0","0","0","0","0","0","0"
"1039","3310","0","0","64","<5","9","0","<5","0","24","17","9","21","<5","22","<5","0","0","105","6","0","0","<5","0","0","0","0","0"
"1041","3312","0","0","107","0","18","<5","12","0","35","58","34","46","12","37","<5","<5","0","180","27","0","0","0","0","<5","0","<5","<5"
"1042","3314","0","<5","59","0","5","0","<5","0","11","45","27","37","19","16","<5","<5","0","86","15","0","0","0","0","0","0","<5","<5"
"1043","3315","0","0","286","<5","43","<5","17","0","78","124","92","139","49","78","7","16","0","454","41","<5","0","<5","0","<5","0","<5","9"
"1044","3317","0","0","22","0","6","0","0","0","5","11","10","5","<5","<5","0","<5","0","31","5","0","0","<5","0","0","0","0","<5"
"1045","3318","0","0","254","0","48","<5","20","0","54","82","53","62","20","40","<5","8","<5","359","31","0","0","0","0","0","<5","<5","5"
"1046","3319","0","0","54","0","6","0","<5","0","19","15","12","15","6","7","0","0","0","83","7","0","0","<5","0","0","0","0","0"
"1047","3321","0","0","101","0","36","<5","13","0","29","77","47","62","19","21","<5","5","0","163","19","<5","0","<5","0","0","<5","<5","7"
"1048","3322","0","0","34","0","8","0","<5","0","14","12","7","13","<5","11","0","<5","0","58","<5","0","0","0","0","0","0","<5","0"
"1049","3323","0","0","<5","0","<5","0","<5","0","<5","<5","<5","7","<5","<5","0","0","0","8","<5","0","0","0","0","0","0","<5","0"
"1050","3324","0","0","103","0","21","<5","15","0","36","22","17","41","17","31","0","0","0","175","12","0","0","0","0","0","<5","<5","<5"
"1051","3325","0","<5","89","0","14","<5","6","0","26","36","24","40","18","11","<5","<5","0","131","8","0","0","<5","0","0","<5","0","<5"
"1052","3328","<5","0","159","<5","50","<5","21","0","36","117","73","91","36","45","<5","10","0","255","12","<5","0","<5","0","0","<5","5","<5"
"1053","3329","0","0","29","0","9","<5","5","0","17","33","23","25","5","7","0","5","0","59","5","<5","0","0","0","<5","0","<5","0"
"1054","3330","0","0","32","0","7","0","<5","0","8","21","16","7","<5","<5","<5","<5","0","50","6","0","0","0","0","0","0","0","0"
"1056","3332","0","<5","79","<5","28","<5","8","0","22","89","64","57","19","19","<5","13","<5","141","9","0","0","0","0","<5","<5","6","<5"
"1057","3333","0","0","78","<5","33","0","12","0","35","71","49","66","24","33","<5","8","0","156","21","0","0","<5","0","<5","0","<5","0"
"1058","3334","0","<5","65","0","22","0","12","0","27","45","33","46","9","26","<5","6","<5","122","6","<5","0","0","0","0","0","<5","<5"
"1063","3341","0","0","134","<5","49","0","21","0","24","89","61","90","38","45","<5","7","0","209","16","0","0","0","0","0","0","<5","<5"
"1065","3345","0","0","119","0","32","<5","11","0","29","78","54","63","17","42","<5","13","0","205","14","<5","0","<5","0","<5","0","6","<5"
"1069","3353","0","0","7","0","<5","0","0","0","<5","<5","<5","19","13","9","<5","0","0","14","<5","0","0","0","0","0","0","<5","11"
"1070","3354","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1074","3358","0","0","32","0","15","<5","7","0","7","48","39","36","12","6","<5","12","0","60","<5","0","0","0","0","0","0","<5","5"
"1075","3360","0","0","139","<5","36","<5","17","0","43","59","50","52","20","34","0","8","<5","235","12","<5","0","<5","0","<5","<5","<5","<5"
"1076","3361","0","0","116","<5","26","0","17","0","51","56","42","53","13","30","<5","5","0","206","9","<5","0","0","0","0","0","<5","<5"
"1078","3364","0","0","253","<5","48","<5","19","0","79","129","91","140","48","52","10","11","0","395","24","0","<5","<5","0","0","0","<5","11"
"1079","3370","<5","0","337","0","85","<5","47","0","147","137","114","176","57","111","9","21","<5","603","13","0","0","<5","0","<5","0","20","6"
"1080","3371","0","<5","188","<5","62","<5","34","0","95","75","54","144","49","82","5","7","<5","366","<5","<5","<5","<5","0","<5","<5","9","5"
